NOIID,FacilityId,ComplianceId,Issue / Comment,NOIDueDate,NOIResolved,StampInit,StampDate
8450,0,7654,FYI 4: Apply for a UST Permit by 8/9/2016,,False,rilaga,2015-04-22 14:02:41
8451,0,7654,"FYI 5: O/O representative provided with the following: Appendix 1 and 2, Initial UST operator designation, MTG manual, FR manual",,False,rilaga,2015-04-22 14:03:09
8452,0,7657,Please submit training verification for A/B operator.,,True,jkanagy,2015-04-24 09:09:13
8453,0,7658,1) Please submit verification of current operator C training.,,False,jkanagy,2015-04-24 09:25:18
8454,0,7658,2) Please submit a copy of current insurance certificate and certification of FR.,,True,jkanagy,2015-04-24 09:25:46
8455,0,7658,3) Please submit a copy of 2014 annual maintenance with spill bucket testing.,,False,jkanagy,2015-04-24 09:26:10
8456,0,7661,Please submit current verification for operator C.,,True,jkanagy,2015-04-24 10:19:00
8457,0,7662,Please submit copy of current operator C certificate.,,True,jkanagy,2015-04-24 10:33:01
8458,0,7665,Please provide approximate date for spill bucket test.,,True,jkanagy,2015-04-24 11:08:29
8459,0,7666,Please provide approximate date for spill bucket test.,,True,jkanagy,2015-04-24 11:11:58
8460,0,7667,Please submit documentation for spill bucket test.,,True,jkanagy,2015-04-24 11:14:30
8461,0,7362,none,,False,rkwan,2015-04-27 16:48:03
8462,0,7655,none,,False,rkwan,2015-04-27 17:05:13
8463,0,7656,none,,False,rkwan,2015-04-27 17:05:48
8464,0,7670,1. Provide proof of financial responsibility documents (e.g. insurance).    12/17/2015 - rec'd docs/RI,2015-05-27,True,rilaga,2015-04-29 14:51:47
8465,0,7670,2. Class A/B/C Operators' designations and certificates.  11/4/2015 - rec'd doc/RI,2015-05-11,True,rilaga,2015-04-29 14:52:37
8466,0,7670,3. Results of spill bucket testing.   1/13/2016 - FC to be issued from the desk/RI,2015-05-11,True,rilaga,2015-04-29 14:53:09
8467,0,7671,1. Provide proof of financial responsibility documents (e.g. insurance).   12/17/2015 - rec'd docs/RI,2015-05-27,True,rilaga,2015-04-29 14:56:13
8468,0,7671,2. Class A/B/C Operators' designations and certificates.   11/4/2015 - rec'd docs/RI,2015-05-11,True,rilaga,2015-04-29 14:56:22
8469,0,7671,3. Results of spill bucket testing.    1/13/2016 - FC issued from the desk/RI,2015-05-11,True,rilaga,2015-04-29 14:57:04
8470,0,7672,"FYI 1: Always maintain all UST-related documents (e.g repair /invoice, designations, liquid status printout) on site.",,False,rilaga,2015-04-29 15:33:18
8471,0,7672,FYI 2: Pls. obtain UST permit by 8/9/2016.  Application provided to O/O.,,False,rilaga,2015-04-29 15:34:15
8472,0,7637,none,,False,rkwan,2015-05-05 12:16:03
8473,0,7673,"FYI 1. Always maintain all UST-related documents on site (e.g. annual maint. report, FR documents)",,False,rilaga,2015-05-11 14:13:29
8474,0,7673,FYI 2. Send initial UST operator designation form & class A/B operators' certificates as soon as possible. 5/14/2015 received -rk,,False,rilaga,2015-05-11 14:14:22
8475,0,7673,FYI 3. Test the existing piping sumps or install testable spill bucket as soon as possible.,,False,rilaga,2015-05-11 14:15:14
8476,0,7673,FYI 4. Consider adjusting the height of the flapper devices to meet overfill requirements (set at a level not over 95% of tank capacity),,False,rilaga,2015-05-11 14:15:55
8477,0,7673,FYI 5. Obtain UST Permit by 8/9/2016,,False,rilaga,2015-05-11 14:16:54
8478,0,7674,"FYI 1. Always print out ""liquid status"" tapes @ least every 30 days instead of the ""all functions normal"" tape.",,False,rilaga,2015-05-11 14:22:31
8479,0,7674,FYI 2. Obtain a UST Permit by 8/9/2016. Use Appendix II form available online for download.,,False,rilaga,2015-05-11 14:23:26
8480,0,7674,"FYI 3. Always have FR documents (e.g. insurance policy, certificate and certification of financial responsibility) readily available during inspections.",,False,rilaga,2015-05-11 14:24:01
8481,0,7675,"1. Pls. address failed spill bucket as soon as possible and submit documentation to the DOH by due date.     6/24/2015 - rec'd doc, SB replaced/RI",2015-05-21,True,rilaga,2015-05-11 14:30:16
8482,0,7675,2. Submit a new designation to reflect current Class A/B/C operator/s. Form provided to O/O.    6/24/2015 - rec'd docs/RI,2015-05-21,True,rilaga,2015-05-11 14:31:17
8483,0,7675,3. Pls. secure a UST Permit by 8/9/2016. Application provided to O/O,,False,rilaga,2015-05-11 14:32:25
8484,0,7676,"FYI 1. Ensure to document resolutions to alarms (e.g. L1 ""fuel alarm"" on 9/6/2014, L2 ""fuel alarm"" on 3/30/2015)",,False,rilaga,2015-05-11 14:42:29
8485,0,7676,FYI 2. Maintain  copies of the Appendices II & III on site.,,False,rilaga,2015-05-11 14:44:32
8486,0,7677,FYI 1. Always keep copies of all UST-related documents on site (e.g. Class A/B/C Operators' designation),,False,rilaga,2015-05-11 14:59:22
8487,0,7677,FYI 2. Always conduct CP testing within 3 years .,,False,rilaga,2015-05-11 15:00:07
8488,0,7677,FYI 3. Always record CP reading (e.g. amperes) at least every 60 days.,,False,rilaga,2015-05-11 15:00:35
8489,0,7678,Please submit verification of A/B/C operator training.,,True,jkanagy,2015-05-12 11:10:44
8490,0,7679,FYI 1. Pls. submit Class A/B/C operators' designations/certificates as soon as possible.,,False,rilaga,2015-05-12 15:34:38
8491,0,7679,FYI 2. Test the existing spill containment (spill bucket) or install a smaller spill bucket that can be easily tested.,,False,rilaga,2015-05-12 15:35:34
8492,0,7679,FYI 3. Secure an UST Permit by 8/9/2016,,False,rilaga,2015-05-12 15:36:18
8493,0,7690,1. Pls. replace/repair spill bucket before the next drop and provide documentation of resolution by due date.       5/29/2015 - re'd doc/RI,2015-05-29,True,rilaga,2015-05-19 09:02:01
8494,0,7691,"1. Provide copies of financial responsibility documents (e.g policy, certificate/endorsement and certification of FR) by due date as required by HAR 11-281-98.     11/18/2015 - FC issued from the desk/RI",2015-05-28,True,rilaga,2015-05-19 09:19:10
8495,0,7691,2.FYI: Ensure to generate proofs of monitoring a t least every 30-days.,,False,rilaga,2015-05-19 09:20:38
8496,0,7691,"3. FYI: Annual maintenance of release detection equipment were conducted over 365 days.    5/15/2015 - rec'd doc, service performed on 8/15/2013.",,False,rilaga,2015-05-19 09:21:27
8497,0,7692,1. Pls. replace/repair all spill buckets before the next drop. Provide documentation by due date.        10/15/2015 - rec'd doc/RI,2015-05-29,True,rilaga,2015-05-19 10:15:24
8498,0,7692,2. Update Class A/B Operator designation and provide documentation to the DOH by due date. Maintain a copy on site as well.,2015-05-29,True,rilaga,2015-05-19 10:16:18
8499,0,7693,"1. Provide copies of financial responsibility documents (e.g. policy, certificate/endorsement and certification of FR) by due date as required by HAR 11-281-98.        11/18/2015 - FC issued from the desk/RI",2015-05-28,True,rilaga,2015-05-19 10:43:09
8547,0,7737,FYI: Maintain all UST-related documents on site e.g. Class A/B/C designations.,,False,rilaga,2015-07-29 13:57:05
8500,0,7693,2. Reposition/relocate both sump sensors to the lowest point and as close as possible to the supply lines and send documentation proof (e.g. pictures) by due date.       6/23/2015 - rec'd doc/RI,2015-05-28,True,rilaga,2015-05-19 10:44:23
8501,0,7694,"1. Provide copies of Financial responsibility documents (e.g. policy, certificate or endorsement & certification of FR) by due date as required by HAR 11-281-98.      11/18/2015 - FC issued from the desk/RI",2015-05-28,True,rilaga,2015-05-19 13:29:06
8502,0,7694,2. FYI: Document all resolutions to alarms and maintain records (e.g. service records) on site.,,False,rilaga,2015-05-19 13:30:21
8503,0,7695,Make sure separate limits of liability are set for Hawaii USTs.,,False,jkanagy,2015-05-20 11:28:29
8504,0,7371,none,,False,rkwan,2015-05-28 16:06:04
8505,0,6854,none,,False,rkwan,2015-06-03 11:32:21
8506,0,7704,Please submit copy of spill bucket tests.,,True,jkanagy,2015-06-03 15:49:40
8507,0,7705,Please submit copy of 2015 annual maintenance.,,True,jkanagy,2015-06-03 15:57:38
8508,0,7706,1) Please submit copies of operator A/B/C certifications,,False,jkanagy,2015-06-12 09:13:06
8509,0,7706,2) Please submit copy of spill bucket tests- 7/30/2015 rec email of documents.  George is reviewing - rk   7/31/2015 rec fax copy.  George is reviewing - rk,,False,jkanagy,2015-06-12 09:36:15
8510,0,7707,"On October 30, 2015 rec'd records of installation of a new spill bucket and test results.",2015-10-30,True,gtabil,2015-07-09 13:22:37
8511,0,7718,1. Pls. provide an updated copy of the Certification of Financial Responsibility. A template was provided to O/O (blue paper).    10/1/2015 received - rk,2015-07-20,True,rilaga,2015-07-16 10:25:21
8512,0,7718,2. Copy of the insurance policy.   7/15/2015 - rec'd e-copy/RI,2015-07-20,True,rilaga,2015-07-16 10:26:32
8513,0,7718,3. FYI: Always perform maintenance of the UST system @ least every 365 days.,,False,rilaga,2015-07-16 10:27:11
8514,0,7718,4. FYI: Monitor UST system @ least every 30 days not every month.,,False,rilaga,2015-07-16 10:27:52
8515,0,7718,5. Obtain an UST Permit by 8/9/2016. Application provided to O/O.,,False,rilaga,2015-07-16 10:28:34
8516,0,7719,1. Pls. provide copies of the Class A/B Operator certificates and designation form. Always maintain documents on site and readily available during inspections.      7/14/2015 - rec'd doc/RI,2015-07-20,True,rilaga,2015-07-16 10:48:06
8517,0,7719,2. Copy of the actual result of the spill bucket testing.   8/10/2015 - rec'd doc/RI,2015-07-20,True,rilaga,2015-07-16 10:49:51
8518,0,7720,"FYI: Always maintain all UST-related documents on site,",,False,rilaga,2015-07-16 11:07:32
8519,0,7721,FYI: Always maintain UST-related documents on site.,,False,rilaga,2015-07-16 11:45:47
8520,0,7722,"1. Pls. address ""failed spill bucket test"" (87 & 92 spill buckets) as soon as possible and provide documentation of resolution to the DOH by due date.      10/9/2015 - rec'd doc/RI",2015-07-27,True,rilaga,2015-07-16 11:52:54
8521,0,7722,"2. FYI: Ensure to address any ""alarm"" on a timely manner e.g. diesel sump on alarm from 2/2015 - 6/2015.",,False,rilaga,2015-07-16 11:54:25
8522,0,7722,3. FYI: Pls. obtain an UST Permit by 8/9/2016.,,False,rilaga,2015-07-16 11:55:11
8523,0,7723,1. Provide an updated copy of the Certification of Financial Responsibility as required by HAR 11-281-111(b)(10). A template was provided to the owner/operator (O/O) - blue paper.   8/5/2015 rec certification of financial responsibility letter dated 7/31/2015 - rk,2015-07-20,True,rilaga,2015-07-16 15:01:20
8524,0,7723,2. Updated copy of the UST Operator Designation as required by HAR 11-281-46(a)(3). Template was provided.,2015-07-20,True,rilaga,2015-07-16 15:02:15
8525,0,7723,3. Updated copy of Class C Operator. Current certificate expired on 11/16/2014     7/20/2015 - rec'd doc/RI,2015-07-20,True,rilaga,2015-07-16 15:13:17
8526,0,7723,4. Replace diesel spill bucket before the next delivery. No delivery must be made before overfill valve is replaced. DL Downing noted it missing on 10/24/2014 .    9/24/2015 - rec'd doc/RI,2015-07-20,True,rilaga,2015-07-16 15:13:57
8527,0,7723,"5. Copy of the CP survey conducted before 5/19/2015        7/25/2015 - rec'd doc, CP survey conducted late/RI",2015-07-20,True,rilaga,2015-07-16 15:15:34
8528,0,7723,6. Provide all SIR documents to include the 3rd party certification of the SIR method utilized.      7/20/2015 - rec'd doc/RI,2015-07-20,True,rilaga,2015-07-16 15:15:59
8529,0,7723,7. FYI: Always keep spill bucket clean & dry.,,False,rilaga,2015-07-16 15:16:45
8530,0,7723,8. Always take rectifier readings @ least every 60 days and not every other month.,,False,rilaga,2015-07-16 15:17:07
8531,0,7723,9. Obtain an UST Permit by 8/9/2016. Application was given to O/O.,,False,rilaga,2015-07-16 15:17:46
8532,0,7725,"NOI: Please submit at least one certified class A, B, and C operator within two weeks.",2015-08-03,False,gtabil,2015-07-20 10:09:01
8534,0,7726,FYI 1: Always update the Certification of Financial Responsibility upon receipt of your insurance policy and certificate.,,False,rilaga,2015-07-23 14:59:20
8535,0,7726,FYI 2: Always generate records of monitoring @ least every 30 days (tank & piping). Pls. submit records of monitoring the next 2 months (July and August 2015).      8/26/2015 - docs rec'd/RI,,False,rilaga,2015-07-23 15:00:14
8536,0,7727,FYI 1: Mantain a copy of the current insurance policy on site.,,False,rilaga,2015-07-23 15:10:15
8537,0,7727,"FYI 2: Always maintain all UST-related documents on site e.g. annual maintenance of RD equipment, 3rd party certifications, updated class C operator certificates.",,False,rilaga,2015-07-23 15:10:52
8538,0,7728,FYI 1: Two USTs (10K & 6K) were removed on 7/14/2015 per Richard Hill. See photos comfirming tank systems are gone.,,False,rilaga,2015-07-24 09:10:00
8539,0,7728,FYI 2: Pls. submit a closure report to the DOH when it's available.,,False,rilaga,2015-07-24 09:11:05
8540,0,7729,1. Provide proof that the everfill equipments are intact & operational (ball float). Make it sure that such equipments are accessble during inspections.    7/27/2015 - ddoc rec'd/RI,2015-07-27,True,rilaga,2015-07-24 09:22:09
8541,0,7729,2. FYI: Ensure to renew Class C Operator certificate/training every 365 days.,,False,rilaga,2015-07-24 09:23:07
8542,0,7729,3. FYI: Always maintain records of your class A/B/C operators' designation on site.,,False,rilaga,2015-07-24 09:23:58
8543,0,7734,1. Pls. repair/replace 87 spill bucket before the next delivery. Provide proof of resolution by due date.      10/9/2015 - rec'd doc/RI,2015-08-11,True,rilaga,2015-07-29 13:19:58
8544,0,7734,2. FYI: Pls. obtain UST Permit by 8/9/2016.,,False,rilaga,2015-07-29 13:20:56
8545,0,7735,none,,False,rilaga,2015-07-29 13:27:22
8546,0,7736,FYI: Maintain all UST-related documents on site e.g. 3rd party certifications.,,False,rilaga,2015-07-29 13:52:59
8548,0,7732,none,,False,rkwan,2015-07-30 09:18:31
8549,0,7518,none,,False,rkwan,2015-08-14 14:02:43
8550,0,7748,Submit Spill bucket testing for two buckets-passed premium unl on a later date,,False,gtabil,2015-08-31 08:48:30
8551,0,7757,none,,False,rkwan,2015-09-03 10:05:34
8552,0,7750,none,,False,rkwan,2015-09-03 10:05:51
8553,0,7746,none,,False,rkwan,2015-09-03 10:06:06
8554,0,7733,none,,False,rkwan,2015-09-03 10:06:16
8555,0,7738,,,False,rkwan,2015-09-03 10:06:35
8556,0,7687,,,False,rkwan,2015-09-03 10:06:59
8557,0,7701,,,False,rkwan,2015-09-03 10:07:16
8558,0,7724,,,False,rkwan,2015-09-03 10:07:30
8559,0,7710,,,False,rkwan,2015-09-03 10:12:13
8560,0,7717,,,False,rkwan,2015-09-03 10:12:24
8561,0,7711,,,False,rkwan,2015-09-03 10:12:37
8562,0,7759,none,,False,rkwan,2015-09-03 10:13:44
8563,0,7747,none,,False,rkwan,2015-09-28 16:03:22
8564,0,7760,none,,False,rkwan,2015-10-02 12:18:21
8565,0,7744,none,,False,rkwan,2015-10-05 16:34:31
8566,0,7763,"About 30 gal of water in the sump., Rec'd Photos of the sump that the water haas been removed.",2006-02-12,True,gtabil,2015-10-06 09:54:04
8567,0,7770,FYI: 1. Always monitor UST system @ least every 30 days.,,False,rilaga,2015-10-09 14:09:28
8568,0,7770,"FYI: 2. Always maintain all UST-related documents on site e.g operator's manual, 3rd party certifications of all RD equipment, operator certificates.",,False,rilaga,2015-10-09 14:09:52
8569,0,7770,"FYI: 3. Always attend to alarms, ""L2 sensor alarm"", on a timely manner.",,False,rilaga,2015-10-09 14:10:57
8570,0,7771,1. Pls. provide a copy of the spill bucket test results for 2014.,2015-10-21,False,rilaga,2015-10-09 14:22:37
8571,0,7771,2. FYI: Pls. maintain copies of your RD's operator's manual and 3rd party certifications.,,False,rilaga,2015-10-09 14:23:14
8572,0,7771,3. FYI: Always monitor UST system at least every 30 days.,,False,rilaga,2015-10-09 14:24:03
8573,0,7771,4. Pls. provide an alternative overfill device that can be verified for operability.,2015-10-21,False,rilaga,2015-10-09 14:24:29
8574,0,7772,1. FYI: Always monitor UST system at least every 30 days.,,False,rilaga,2015-10-09 14:35:41
8575,0,7772,2. FYI: Always maintain all 3rd party certifications for all RD equipmnet.,,False,rilaga,2015-10-09 14:36:06
8576,0,7773,"1. FYI: Always update the ""Certification of Financial Responsibility"" upon receipt of your insurance certificate and policy. A template was provided to the O/O (blue paper)",,False,rilaga,2015-10-09 14:41:25
8577,0,7773,2. FYI: Always monitor UST system at least every 30 days.,,False,rilaga,2015-10-09 14:42:34
8578,0,7773,3. FYI: Always update your operator designation form. Ensure that training is current for all designated operators.,,False,rilaga,2015-10-09 14:42:56
8579,0,7773,4. FYI: Perform RD's maintenance at least every 365 days.,,False,rilaga,2015-10-09 14:43:44
8580,0,7773,5. Submit Appendix 1 to reflect new O/O.  - 10/19/2015 received - rk,2015-10-14,True,rilaga,2015-10-09 14:44:10
8581,0,7773,6. FYI: Secure UST Permit by Aug 2016. Permit application provided to O/O.,,False,rilaga,2015-10-09 14:44:38
8582,0,7774,"1. FYI: Always maintain all UST-related documents on site e.g. Class  A/B/C Operator designations, insurance documents.",,False,rilaga,2015-10-09 14:53:53
8583,0,7774,2. FYI: Pls. secure your UST Permit by August 2016. Application provided to O/O.,,False,rilaga,2015-10-09 14:54:49
8584,0,7775,"1. Provide a copy of the insurance policy.     10/27/2015 - rec'd doc, FC issued from the desk/RI",2015-10-28,True,rilaga,2015-10-16 13:46:04
8585,0,7775,"2. Copy of the 2014 spill bucket testing result.    10/16/2015 - rec'd doc, FC issued from the desk/RI",2015-10-28,True,rilaga,2015-10-16 13:46:32
8586,0,7775,"3. FYI: Maintain all UST-related documents on site to include the last 36 months worth of spill bucket testing results, FR, operator designation/certiticates.",,False,rilaga,2015-10-16 13:47:17
8587,0,7775,4. FYI: Pls. follow the PEI/RP 1200 protocol when conducting spill bucket integrity testing. Level of fluid must be within 1.5 inches of the top of the spill bucket. Also include the riser cap during the test.,,False,rilaga,2015-10-16 13:48:42
8588,0,7775,5. FYI: Maintain piping sump free of water/debris,,False,rilaga,2015-10-16 13:51:24
8589,0,7776,"1. Provide a copy of the insurance policy.     10/27/2015 - rec'd doc/, FC issued from the desk/RI",2015-10-28,True,rilaga,2015-10-16 14:37:16
8590,0,7776,"2. Copy of the  spill bucket testing result for 2014.      10/16/2015 - rec'd doc, FC issued from the desk/RI",2015-10-28,True,rilaga,2015-10-16 14:37:47
8591,0,7776,"3. FYI: All UST-related documents must be maintained on site e.g. Appendix II, updated operator designation/certificate.",,False,rilaga,2015-10-16 14:41:02
8592,0,7778,"1. Provide a copy of the curent insurance policy.    10/27/2015 - rec'd doc, FC issued from the desk/RI",2015-10-28,True,rilaga,2015-10-16 14:53:15
8593,0,7778,"2. Copy of the 2014 spill bucket testing result.     10/16/2015 - rec'd doc, FC issued from the desk/RI",2015-10-28,True,rilaga,2015-10-16 14:54:06
8594,0,7778,3. FYI: Always maintain all UST-related documents on site for 3 years.,,False,rilaga,2015-10-16 14:54:48
8595,0,7779,FYI: Always document responses/resolutions to alarms e.g. Q3 PLLD shutdown alarms on several dates.,,False,rilaga,2015-10-16 15:10:17
8596,0,7780,1. Provide a copy of the 2014 annual maintenance report.     11/20/2015 - rec'd doc/RI,2015-10-29,True,rilaga,2015-10-16 15:31:57
8597,0,7780,2. Copy of the 2014 spill bucket integrity testing report.      11/20/2015 - rec'd doc/RI,2015-10-29,True,rilaga,2015-10-16 15:32:24
8598,0,7780,3. Proof that all ball floats currently installed are operational.       11/10/2015 - revisited facility and confirmed ball float intact and operational/RI,2015-10-29,True,rilaga,2015-10-16 15:32:51
8599,0,7780,4. FYI: Tank 2 (89) is on a temporarily-out-of-use status (TOU). Pls. provide proper notification to DOH as soon as possible. Use Appendix 1 for this purpose.,,False,rilaga,2015-10-16 15:33:19
8600,0,7783,FYI: will send spill bucket test results within three weeks.,2015-11-09,False,gtabil,2015-10-19 09:21:57
8602,0,7785,NOI: Print out from Veeder Root can not read. Fix printer . Fix per troy omori,2015-10-23,True,gtabil,2015-10-19 10:03:31
8604,0,7786,"NOI: Will send status of spill bucket testing ASAP. 
Will send a copy of Class C operator training ASAP
NOI",2015-10-28,True,gtabil,2015-10-19 10:51:59
8606,0,7787,NOI: WILL SEND SPILL BUCKET STYATUS WITHIN 30 DAYS,2015-11-15,True,gtabil,2015-10-21 12:58:52
8608,0,7784,none,,False,rkwan,2015-10-30 12:23:55
8609,0,7777,none,,False,rkwan,2015-10-30 12:24:17
8610,0,7788,none,,False,rkwan,2015-10-30 12:25:43
8611,0,7781,none,,False,rkwan,2015-10-30 12:26:01
8612,0,7793,1. Will submit a spill bucket testing results,,False,gtabil,2015-11-09 10:35:14
8613,0,7793,"2. Will submit a cetified Class A, B, and C operator",,False,gtabil,2015-11-09 10:35:14
8614,0,7794,Provided permit appication to Harold Lino,,False,gtabil,2015-11-09 10:57:32
8615,0,7795,none,,False,gtabil,2015-11-09 11:12:39
8616,0,7796,1. Provided Appendix I for notification of new 4 under dispenser containment (UDC) installed July 2015. Submit  Appendix  I on 12/15/2015,2015-12-15,True,gtabil,2015-11-09 13:29:52
8617,0,7796,2. Provided Appendix II - permit application,,True,gtabil,2015-11-09 13:29:52
8618,0,7799,none,,False,rilaga,2015-11-12 10:01:37
8619,0,7800,"1. Pls. provide a copy of the insurance policy as required by HAR 11-281-98 & 45(b)(10).     12/17/2015 - Rec'd doc, policy/Endorsement to be discussed, FC to be issued form the desk/RI",2015-11-23,True,rilaga,2015-11-13 15:15:31
8620,0,7800,"2. FYI. 3rd party certifications for all release detection equipment must be kept on site as required by HAR 11-281-45(b)(6) e.g. liquid sensors, annular sensor.",,False,rilaga,2015-11-13 15:16:29
8621,0,7801,1. Provide an updated copy of the Certification of Financial Responsibility.     11/18/2015 - rec'd doc/RI,2015-11-24,True,rilaga,2015-11-13 15:25:36
8622,0,7801,"2. Copy of the insurance Certificate or Endorsement worded following HAR.      11/18/2015 - rec'd doc, ext granted, 12/20/2015, to provide Endorsement/RI       12/17/2015 - rec'd doc/RI",2015-11-24,True,rilaga,2015-11-13 15:26:33
8623,0,7801,"3. 30-day monitoring for tanks and piping between Jan. 20165 - Nov. 2015     11/12/2015 - rec'd doc, to issue FC from the desk/RI",2015-11-24,True,rilaga,2015-11-13 15:27:08
8624,0,7801,4. FYI: Class A/B/C Operators' certificates & designations must be kept on site.,,False,rilaga,2015-11-13 15:27:57
8625,0,7801,"5. FYI: Monitor UST system at least every 30 days, not every month.",,False,rilaga,2015-11-13 15:28:37
8627,0,7802,1. Pls. provide a copy of the insurance policy.,2015-11-24,True,rilaga,2015-11-13 15:41:19
8628,0,7802,2. Copy of the insurance certificate.,2015-11-24,True,rilaga,2015-11-13 15:42:02
8629,0,7802,3. Updated copy of the Certification of Financial Responsibility.,2015-11-24,True,rilaga,2015-11-13 15:42:24
8630,0,7802,"4. Copies of the 30-day monitoring records (""liquid status"" tapes) generated from the Veeder Root console between June 2014 - Nov. 2015.     11/23/2015 - incomplete records; to issue FC from the desk/RI",2015-11-24,True,rilaga,2015-11-13 15:43:11
8631,0,7802,5. Copies of the last 2 annual maintenance of the UST system to include integrity testing of the spill bucket.      11/23/2015  - rec'd 2014 and 2015 annual maint. Reports.,2015-11-24,True,rilaga,2015-11-13 15:44:29
8632,0,7802,6. FYI: Obtain & maintain operator's manuals for all release detection equipment.,,False,rilaga,2015-11-13 15:45:29
8633,0,7802,"7. FYI: Fix ""overfill alarm"" so you can claim it as your back up overfill prevention method.",,False,rilaga,2015-11-13 15:46:11
8634,0,7802,8. Photo of the piping sump      11/23/2015 - photo received/RI,2015-11-24,True,rilaga,2015-11-13 15:46:58
8635,0,7804,"1. Provide a copy of the insurance policy as requried by HAR 11-281-98. All FR-related documents must be made available during inspections by maintaining them on site as required by HAR 11-281-45(b)(10) & (c)(1).      12/17/2015 - rec'd doc, policy/endorsement still in review; FC to be issued from the desk/RI",2015-11-23,True,rilaga,2015-11-16 10:33:27
8636,0,7804,2. Provide Class C operator certificate & designation. Class A/B/C operators' certificates & designations must be kept on site as required by HAR 11-281-46(a)(3),2015-11-23,False,rilaga,2015-11-16 10:35:19
8637,0,7804,"3. Provide an explanation/resolution of the ""sensor low liquid alarm"" on L6 (premiun annular) from 11/28/2014 - 2/19/2015.",2015-11-23,False,rilaga,2015-11-16 10:37:01
8638,0,7804,4. FYI: Keep spill bucket dry and product-free as required by HAR 11-281-41(c)(1) - 92 UST,,False,rilaga,2015-11-16 10:38:47
8639,0,7804,5. FYI: Recommends removing extra PLLD.,,False,rilaga,2015-11-16 10:39:47
8640,0,7804,6. FYI: 3rd Party certifications must be maintained on site e.g. liquid sensors,,False,rilaga,2015-11-16 10:40:04
8641,0,7805,"1. Provide a copy of the insurance policy as required by HAR 11-281-98. All FR-related documents must be made available during inspections by maintaining them on site as required by HAR 11-281-45(b)(10) & (c)(1).       12/16/2015 - rec'd doc, policy/endorsement still in review; FC issued from the desk/RI",2015-11-23,True,rilaga,2015-11-16 11:00:11
8642,0,7805,2. Provide Class C operator certificate & designation. Class A/B/C Operators' certificates/designations must be kept on site as required by HAR 11-281-(46(a)(4).       1/11/2016 - FC issued from the desk/RI,2015-11-23,True,rilaga,2015-11-16 11:02:48
8643,0,7805,3. Provide proof of 30-day monitoring for the piping between 9/1/2015 - 10/19/2015 and proof of passing .2 gph LTT for UST 87 from 7/19/2015 - 10/11/2015      11/10/2015 - submitted incorrect docs/RI     12/2/2015 - submitted incorrect docs/RI    12/2/2015 -submitted partial docs/RI,2015-11-23,True,rilaga,2015-11-16 11:04:50
8644,0,7805,"4. Documentation proof of resolutions for July 18 & Aug 29 ""PLLD shutdown alarms"" & ""gross line fail"".      12/8/2015 - rec'd doc/RI",2015-11-23,True,rilaga,2015-11-16 11:05:11
8645,0,7715,none,,False,rkwan,2015-11-17 16:05:56
8647,0,7641,none,,False,rkwan,2015-11-19 08:01:19
8648,0,7806,FYI: provided permit application - for August 2016 requirement,,False,gtabil,2015-11-25 09:30:37
8649,0,7807,"FYI: Provided permit application for August 9 , 2013 rule requirement",,False,gtabil,2015-11-25 09:41:39
8651,0,7808," FYI: provided  permit appilcation for August 9, 2013 rule requirement",,False,gtabil,2015-11-25 10:17:42
8652,0,7808,will submit certificate of Insurance,2015-11-25,True,gtabil,2015-11-25 10:17:42
8653,0,7809,"FYI:  provided permit application for the August 9, 2013 rule requirements",,False,gtabil,2015-11-25 10:27:30
8655,0,7810,FYI: Always verify records of 30-day monitoring tapes are complete (e.g. Jan 2015 Q2).,,False,rilaga,2015-12-11 11:09:51
8656,0,7811,FYI 1: Always update your Class A/B/C designation form.,,False,rilaga,2015-12-11 11:16:20
8657,0,7811,FYI 2: PLs. obtain your UST Permit by Aug. 2016.,,False,rilaga,2015-12-11 11:16:46
8658,0,7813,fyi: Provided copy of Permit apllication Appendix II,,False,gtabil,2015-12-14 09:24:22
8660,0,7814,FYI 1: Always perform annual maintenance of your release detection at least every 365 days.  Note: FC will be issued from the desk.,,False,rilaga,2015-12-16 08:00:48
8661,0,7814,FYI 2. Always monitor UST system at least every 30 days (recommends twice a month).,,False,rilaga,2015-12-16 08:01:47
8662,0,7814,"FYI 3. Pls. obtain UST Operation Permit by August 9, 2016.",,False,rilaga,2015-12-16 08:02:17
8663,0,7815,"FYI: Pls. obtain UST Operation Permit by August 9, 2016.",,False,rilaga,2015-12-16 08:13:51
8664,0,7816,none,,False,rilaga,2015-12-16 08:19:34
8665,0,7817,"1. Provide a copy of the entire insurance policy & Certification of Financial Responsibility. (A template was provided to the O/O representative)     12/18/2015 - rec'd doc; told them to include ""per occurrence"" limits/RI",2015-12-28,True,rilaga,2015-12-16 08:40:13
8666,0,7817,2. Proof that the spill buckets have been integrity-tested. Provide document/record by due date.    12/18/2015 - doc. Rec'd/RI,2015-12-28,True,rilaga,2015-12-16 08:41:25
8667,0,7817,"3. FYI: Always maintain ALL UST-related documents on site. e.g. Class A/B/C Operator's designation, insurance policy, Appendix II Application for an UST Permit form.",,False,rilaga,2015-12-16 08:43:04
8668,0,7818,1. Provide documentation proof that the overfill alarm/device is operational. Submit repair/service report by due date. 12/24/2015 rec overfill alarm test results - rk,2015-12-28,True,rilaga,2015-12-16 08:49:37
